,Category,Message,Contain_HP
1296,0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .   ,False
1297,0,I wont touch you with out your permission.   ,False
1298,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL   ,True
1299,0,Take some small dose tablet for fever   ,False
1300,0,Oh. U must have taken your REAL Valentine out shopping first.   ,False
1301,0,"Just sent you an email ÛÒ to an address with incomm in it, is that right?   ",False
1302,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early   ",False
1303,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!   ",False
1304,0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?   ,False
1305,0,Why you keeping me away like this   ,False
1306,0,I think its far more than that but find out. Check google maps for a place from your dorm.   ,False
1307,0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.   ,False
1308,0,Have you always been saying welp?   ,False
1309,0,"I'm a guy, browsin is compulsory   ",False
1310,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)   ",False
1311,0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea   ",False
1312,0,I told your number to gautham..   ,False
1313,0,Tell them no need to investigate about me anywhere.   ,False
1314,0,Ok i juz receive..   ,False
1315,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.   ",False
1316,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz   ",False
1317,0,In the end she might still vomit but its okay. Not everything will come out.   ,False
1318,0,How are you with moneY...as in to you...money aint a thing....how are you sha!   ,False
1319,0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c   ,False
1320,0,Hey gals.. Anyone of u going down to e driving centre tmr?   ,False
1321,0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.   ,False
1322,0,I'm putting it on now. It should be ready for  &lt;TIME&gt;    ,False
1323,0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon   ",False
1324,1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO   ",False
1325,0,Host-based IDPS for linux systems.   ,False
1326,0,Ill be there on  &lt;#&gt;  ok.   ,False
1327,0,Oh my God. I'm almost home   ,False
1328,0,Total video converter free download type this in google search:)   ,False
1329,1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.   ,False
1330,0,Sounds like something that someone testing me would sayy   ,False
1331,0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.   ,False
1332,0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)   ",False
1333,0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?   ,False
1334,0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*   ",False
1335,0,Hows the champ just leaving glasgow!   ,False
1336,0,K:)all the best:)congrats...   ,False
1337,0,I wonder if you'll get this text?   ,False
1338,0,I need to come home and give you some good lovin...   ,False
1339,1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.   ,False
1340,0,Shall i ask one thing if you dont mistake me.   ,False
1341,0,Check wid corect speling i.e. Sarcasm   ,False
1342,1,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate   ",False
1343,0,Are you angry with me. What happen dear   ,False
1344,0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.   ,False
1345,0,Yup ok thanx...   ,False
1346,0,Hi:)cts employee how are you?   ,False
1347,0,Pls pls find out from aunt nike.   ,False
1348,0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you   ",False
1349,0,No screaming means shouting..   ,False
1350,0,Hey what happen de. Are you alright.   ,False
1351,0,Should I have picked up a receipt or something earlier   ,False
1352,0,I think chennai well settled?   ,False
1353,0,Oh dang! I didn't mean o send that to you! Lol!   ,False
1354,0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th   ,False
1355,0,Horrible bf... I now v hungry...   ,False
1356,0,Remember on that day..   ,False
1357,0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!   ,False
1358,0,All sounds good. Fingers . Makes it difficult to type   ,False
1359,0,Midnight at the earliest   ,False
1360,0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?   ,False
1361,0,K come to nordstrom when you're done   ,False
1362,0,Now press conference da:)   ,False
1363,1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow   ",False
1364,0,After completed degree. There is no use in joining finance.   ,False
1365,0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?   ",False
1366,0,Shant disturb u anymore... Jia you...   ,False
1367,0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...   ,False
1368,0,"Me, i dont know again oh   ",False
1369,0,Dude sux for snake. He got old and raiden got buff   ,False
1370,0,In e msg jus now. U said thanks for gift.   ,False
1371,0,U too...   ,False
1372,0,Ok how you dear. Did you call chechi   ,False
1373,0,Yeah we do totes. When u wanna?   ,False
1374,0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.   ,False
1375,0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)   ,False
1376,0,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side   ,False
1377,0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?   ",False
1378,0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.   ,False
1379,0,Dude just saw a parked car with its sunroof popped up. Sux   ,False
1380,0,Get ready to put on your excellent sub face :)   ,False
1381,0,Tmrw. Im finishing 9 doors   ,False
1382,0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.   ",False
1383,0,"whatever, im pretty pissed off.   ",False
1384,0,I dont have that much image in class.   ,False
1385,0,Near kalainar tv office.thenampet   ,False
1386,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL   ,True
1387,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL   ,False
1388,0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.   ,False
1389,0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...   ",False
1390,0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?   ,False
1391,0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.   ",False
1392,0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..   ,False
1393,0,"Why is that, princess? I bet the brothas are all chasing you!   ",False
1394,0,"I shall book chez jules for half eight, if that's ok with you?   ",False
1395,0,Hhahhaahahah rofl wtf nig was leonardo in your room or something   ,False
1396,0,"Yep, at derek's house now, see you Sunday &lt;3   ",False
1397,0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day   ",False
1398,0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.   ,False
1399,0,There are no other charges after transfer charges and you can withdraw anyhow you like   ,False
1400,0,At 4. Let's go to bill millers   ,False
1401,0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo   ,False
1402,0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)   ",False
1403,0,That's my honeymoon outfit. :)   ,False
1404,0,Will it help if we propose going back again tomorrow   ,False
1405,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04   ,True
1406,0,Pls confirm the time to collect the cheque.   ,False
1407,1,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062   ,False
1408,0,Daddy will take good care of you :)   ,False
1409,0,"Yeah probably, I still gotta check out with leo   ",False
1410,0,K.then any other special?   ,False
1411,0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass   ,False
1412,0,Ok pa. Nothing problem:-)   ,False
1413,0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!    ,False
1414,0,When you came to hostel.   ,False
1415,0,Ok no prob... I'll come after lunch then...   ,False
1416,0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...   ,False
1417,0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?   ,False
1418,0,You all ready for * big day tomorrow?   ,False
1419,0,I'll probably be around mu a lot   ,False
1420,0,645,False
1421,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!   ,True
1422,0,Thnx dude. u guys out 2nite?   ,False
1423,0,Me sef dey laugh you. Meanwhile how's my darling anjie!   ,False
1424,0,Mm i had my food da from out   ,False
1425,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas   ",False
1426,0,Did u download the fring app?   ,False
1427,0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible   ,False
1428,0,Friends that u can stay on fb chat with   ,False
1429,0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...   ",False
1430,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-   ",False
1431,0,"Ah, well that confuses things, doesnÛ÷t it?   ",False
1432,1,500 free text msgs. Just text ok to 80488 and we'll credit your account   ,False
1433,0,Dear how you. Are you ok?   ,False
1434,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS   ",True
1435,0,Yes princess! I want to make you happy...   ,False
1436,0,Sounds like you have many talents! would you like to go on a dinner date next week?   ,False
1437,0,I am going to film 2day da. At 6pm. Sorry da.   ,False
1438,0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.   ,False
1439,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss   ,False
1440,0,Yesterday its with me only . Now am going home.   ,False
1441,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p   ",False
1442,0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for   ",False
1443,0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me   ",False
1444,1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""  just as a shop has to give a guarantee on what they sell. B. G.""  ",False
1445,0,Great comedy..cant stop laughing da:)   ,False
1446,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242   ,True
1447,0,"Alright, we're all set here, text the man   ",False
1448,0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?   ",False
1449,0,Sleeping nt feeling well   ,False
1450,0,U WILL SWITCH YOUR FONE ON DAMMIT!!   ,False
1451,0,India have to take lead:)   ,False
1452,0,I.ll post her out l8r. In class   ,False
1453,0,Thts wat Wright Brother did to fly..   ,False
1454,0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!   ",False
1455,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)   ,False
1456,0,ITS A LAPTOP TAKE IT WITH YOU.   ,False
1457,0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...   ,False
1458,1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk   ",True
1459,0,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now?    ,False
1460,0,At 7 we will go ok na.   ,False
1461,0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)   ,False
1462,0,S:-)if we have one good partnership going we will take lead:)   ,False
1463,1,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50   ,True
1464,0,"Yeah, where's your class at?   ",False
1465,0,No just send to you. Bec you in temple na.   ,False
1466,0,"You aren't coming home between class, right? I need to work out and shower!   ",False
1467,1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL   ,True
1468,0,S but mostly not like that.   ,False
1469,0,ÌÏ v ma fan...   ,False
1470,0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...   ,False
1471,0,Guess who spent all last night phasing in and out of the fourth dimension   ,False
1472,0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.   ,False
1473,0,"Yes..but they said its IT.,   ",False
1474,0,"Very hurting n meaningful lines ever: \I compromised everything for my love  But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""  ",False
1475,0,Lmao!nice 1   ,False
1476,0,Glad to see your reply.   ,False
1477,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only   ,True
1478,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.   ,True
1479,0,Nah dub but je still buff   ,False
1480,0,"Painful words- \I thought being Happy was the most toughest thing on Earth... But  the toughest is acting Happy with all unspoken pain inside..\""""  ",False
1481,0,"Yeah, that's fine! It's å£6 to get in, is that ok?    ",False
1482,0,Lol where do u come up with these ideas?   ,False
1483,0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""   ",False
1484,0,Okay... We wait ah   ,False
1485,0,Y lei?   ,False
1486,0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX   ,False
1487,0,Already am squatting is the new way of walking   ,False
1488,0,Do you want bold 2 or bb torch   ,False
1489,0,Cramps stopped. Going back to sleep   ,False
1490,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award   ,True
1491,0,Nan sonathaya soladha. Why boss?   ,False
1492,0,Bring tat cd don forget   ,False
1493,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone   ,False
1494,0,I don't know but I'm raping dudes at poker   ,False
1495,0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.   ,False
1496,0,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first?    ,False
1497,0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...   ,False
1498,0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday   ",False
1499,0,Hai priya are you right. What doctor said pa. Where are you.   ,False
1500,1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.   ",False
1501,0,Please ask mummy to call father   ,False
1502,0,Can come my room but cannot come my house cos my house still messy... Haha...   ,False
1503,0,I have lost 10 kilos as of today!   ,False
1504,0,Just taste fish curry :-P   ,False
1505,0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.   ,False
1506,0,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?   ,False
1507,0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...   ,False
1508,0,Was doing my test earlier. I appreciate you. Will call you tomorrow.   ,False
1509,0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?   ",False
1510,0,U meet other fren dun wan meet me ah... Muz b a guy rite...   ,False
1511,0,"(No promises on when though, haven't even gotten dinner yet)   ",False
1512,0,I got your back! Do you have any dislikes in bed?   ,False
1513,0,o turns out i had stereo love on mi phone under the unknown album.   ,False
1514,0,Yeah I don't see why not   ,False
1515,0,Asking do u knw them or nt? May be ur frnds or classmates?   ,False
1516,0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!   ",False
1517,1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.   ,False
1518,0,"As in missionary hook up, doggy hook up, standing...|   ",False
1519,0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..   ,False
1520,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.   ",False
1521,0,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.   ,False
1522,0,Thought praps you meant another one. Goodo! I'll look tomorrow    ,False
1523,0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.   ",False
1524,0,There bold 2  &lt;#&gt; . Is that yours   ,False
1525,0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then   ,False
1526,0,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""   ",False
1527,0,Lol yeah at this point I guess not   ,False
1528,0,Doing project w frens lor.    ,False
1529,0,Lol. Well quality aint bad at all so i aint complaining   ,False
1530,0,"K, can that happen tonight?   ",False
1531,1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....   ",True
1532,0,"I think we're going to finn's now, come   ",False
1533,0,Why tired what special there you had   ,False
1534,0,K go and sleep well. Take rest:-).   ,False
1535,0,U guys never invite me anywhere :(   ,False
1536,0,I can do that! I want to please you both inside and outside the bedroom...   ,False
1537,0,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""   ",False
1538,0,I love to wine and dine my lady!   ,False
1539,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15   ,True
1540,0,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.   ",False
1541,0,I don know account details..i will ask my mom and send you.my mom is out of reach now.   ,False
1542,0,I think u have the wrong number.   ,False
1543,0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)   ,False
1544,0,DO NOT B LATE LOVE MUM   ,False
1545,0,Got it..mail panren paru..   ,False
1546,0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train   ,False
1547,0,Give one miss from that number please   ,False
1548,0,Jus came back fr lunch wif my sis only. U leh?   ,False
1549,0,How is your schedule next week? I am out of town this weekend.   ,False
1550,0,Really good:)dhanush rocks once again:)   ,False
1551,0,Lmao ok I wont be needing u to do my hair anymore.   ,False
1552,0,"Miss ya, need ya, want ya, love ya.   ",False
1553,0,Sorry i'm not free...   ,False
1554,0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?   ,False
1555,0,Nt yet chikku..simple habba..hw abt u?   ,False
1556,0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.   ",False
1557,0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL   ,False
1558,0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...   ,False
1559,1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+   ,False
1560,0,"K, want us to come by now?   ",False
1561,0,How. Its a little difficult but its a simple way to enter this place   ,False
1562,0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...   ,False
1563,0,Dont show yourself. How far. Put new pictures up on facebook.   ,False
1564,0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!   ",False
1565,0,"I'm not coming over, do whatever you want   ",False
1566,0,"Its ok chikku, and its my 1 of favourite song..:-)   ",False
1567,0,Did u see what I posted on your Facebook?   ,False
1568,1,Call FREEPHONE 0800 542 0578 now!   ,False
1569,1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary   ,True
1570,0,";-( oh well, c u later   ",False
1571,0,No dear i do have free messages without any recharge. Hi hi hi   ,False
1572,0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL   ",False
1573,0,I dun believe u. I thk u told him.   ,False
1574,0,Yes:)sura in sun tv.:)lol.   ,False
1575,0,Takin a shower now but yeah I'll leave when I'm done   ,False
1576,0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...   ,False
1577,0,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u   ,False
1578,0,You bad girl. I can still remember them   ,False
1579,0,How much i gave to you. Morning.   ,False
1580,0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love   ",False
1581,0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone   ",False
1582,0,Can i get your opinion on something first?   ,False
1583,0,That one week leave i put know that time. Why.   ,False
1584,0,"If we hit it off, you can move in with me :)   ",False
1585,0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?   ,False
1586,0,I wanna watch that movie   ,False
1587,0,Ok lor thanx... ÌÏ in school?   ,False
1588,0,I'm in class. Did you get my text.   ,False
1589,0,The bus leaves at  &lt;#&gt;    ,False
1590,0,God bless.get good sleep my dear...i will pray!   ,False
1591,1,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app    ,True
1592,0,Do have a nice day today. I love you so dearly.   ,False
1593,0,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...   ,False
1594,0,"Aight, I'll ask a few of my roommates   ",False
1595,0,"Now, whats your house # again ? And do you have any beer there ?   ",False
1596,0,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?   ,False
1597,0,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""   ",False
1598,0,Yes we are chatting too.   ,False
1599,0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX   ,False
1600,0,Sian... Aft meeting supervisor got work 2 do liao... U working now?   ,False
1601,0,Are you going to write ccna exam this week??   ,False
1602,0,Well i will watch shrek in 3D!!B)   ,False
1603,0,Am i that much dirty fellow?   ,False
1604,0,Dunno dat's wat he told me. Ok lor...   ,False
1605,0,I'll probably be by tomorrow (or even later tonight if something's going on)   ,False
1606,0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night   ,False
1607,0,If you're thinking of lifting me one then no.   ,False
1608,0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?   ,False
1609,0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.   ",False
1610,0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.   ,False
1611,0,May i call You later Pls   ,False
1612,1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX   ",False
1613,0,That's the way you should stay oh.   ,False
1614,0,Hello- thanx for taking that call. I got a job! Starts on monday!   ,False
1615,0,What time is ur flight tmr?   ,False
1616,0,When should I come over?   ,False
1617,0,I have a rather prominent bite mark on my right cheek   ,False
1618,0,* Will be september by then!   ,False
1619,0,Are you wet right now?   ,False
1620,0,And how's your husband.   ,False
1621,1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx   ",True
1622,0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!   ,False
